Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,2012-11-23,56.23,3.21,883.59,4.17,74910.32,209.91,303.32,223.56,6.57,1
1,2012-11-30,52.34,3.21,2460.03,364.57,3838.35,150.57,6966.34,223.61,6.57,0
1,2012-12-07,64.12,3.2,6343.16,364.57,270.0,2928.9,10147.9,223.66,6.57,0
1,2012-12-14,48.89,3.17,3504.83,364.57,73.26,1636.8,2779.6,223.72,6.57,0
1,2012-12-21,56.02,3.1,8231.71,364.57,274.0,358.15,2834.02,223.84,6.57,0
1,2012-12-28,44.79,3.11,12659.55,37101.13,174.78,74.46,1208.86,223.96,6.57,1
1,2013-01-04,41.73,3.16,1214.08,25366.33,15.01,72.36,3940.02,224.08,6.52,0
1,2013-01-11,50.32,3.24,6520.24,16134.6,12.17,774.55,4001.25,224.2,6.52,0
1,2013-01-18,42.92,3.24,3772.69,3559.46,3.88,246.62,1900.4,224.24,6.52,0
1,2013-01-25,53.37,3.23,965.89,1097.91,0.1,225.36,1831.88,224.24,6.52,0
1,2013-02-01,56.46,3.24,9290.91,1359.9,265.0,20657.82,972.61,224.24,6.52,0
1,2013-02-08,56.67,3.42,32355.16,729.8,280.89,20426.61,4671.78,224.24,6.52,1
1,2013-02-15,49.66,3.48,72937.29,6665.52,47.21,13014.67,6310.18,224.28,6.52,0
1,2013-02-22,50.25,3.6,20107.75,3163.89,42.2,15657.3,5812.86,224.42,6.52,0
1,2013-03-01,48.01,3.71,10610.74,261.46,2.8,25.54,2747.59,224.56,6.52,0
1,2013-03-08,50.81,3.66,5000.58,290.46,78.77,606.15,3697.11,224.71,6.52,0
1,2013-03-15,55.33,3.62,3808.13,364.57,15.65,2616.6,1909.17,224.84,6.52,0
1,2013-03-22,63.42,3.61,12553.98,364.57,495.1,6787.75,2545.66,224.92,6.52,0
1,2013-03-29,51.0,3.61,13067.46,364.57,384.9,122.93,3903.8,225.0,6.52,0
1,2013-04-05,58.59,3.58,12872.34,5687.86,485.97,478.04,5092.33,225.09,6.31,0
1,2013-04-12,62.72,3.53,3672.43,932.58,52.86,949.07,2836.64,225.17,6.31,0
1,2013-04-19,67.1,3.45,3530.36,3.95,107.5,458.76,2062.05,225.17,6.31,0
1,2013-04-26,59.23,3.42,2387.72,364.57,98.34,516.28,1421.63,225.17,6.31,0
1,2013-05-03,66.66,3.39,2298.63,2.0,129.9,55.46,1301.04,182.76,7.81,0
1,2013-05-10,63.9,3.39,4624.61,83.88,42.38,1618.31,8144.9,182.76,7.81,0
1,2013-05-17,69.53,3.45,16170.5,92.0,8.32,4127.24,6206.97,182.76,7.81,0
1,2013-05-24,77.19,3.49,7959.89,178.0,1621.47,3152.57,2938.7,182.76,7.81,0
1,2013-05-31,78.02,3.47,2369.77,142.45,475.35,45.55,2056.84,182.76,7.81,0
1,2013-06-07,76.44,3.44,3514.75,742.59,116.15,1015.44,5137.09,182.76,7.81,0
1,2013-06-14,79.86,3.43,12592.32,527.48,402.88,7474.56,2484.44,182.76,7.81,0
1,2013-06-21,81.35,3.48,8104.02,417.99,327.33,5182.25,3754.44,182.76,7.81,0
1,2013-06-28,83.94,3.5,4205.98,796.7,6.84,3816.78,4812.74,182.76,7.81,0
1,2013-07-05,79.85,3.42,7649.99,3503.29,1766.77,9454.96,1079.89,182.76,7.81,0
1,2013-07-12,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,182.76,7.81,0
1,2013-07-19,79.26,3.56,3117.04,1060.39,199.05,1012.3,5381.72,182.76,7.81,0
1,2013-07-26,81.54,3.62,332.17,673.19,1.0,38.63,1245.2,182.76,7.81,0
2,2010-02-05,40.19,2.57,4743.58,364.57,36.26,1176.42,2727.14,210.75,8.32,0
2,2010-02-12,38.49,2.55,4743.58,364.57,36.26,1176.42,2727.14,210.9,8.32,1
2,2010-02-19,39.69,2.51,4743.58,364.57,36.26,1176.42,2727.14,210.95,8.32,0
2,2010-02-26,46.1,2.56,4743.58,364.57,36.26,1176.42,2727.14,210.98,8.32,0
2,2010-03-05,47.17,2.62,4743.58,364.57,36.26,1176.42,2727.14,211.01,8.32,0
2,2010-03-12,57.56,2.67,4743.58,364.57,36.26,1176.42,2727.14,211.04,8.32,0
2,2010-03-19,54.52,2.72,4743.58,364.57,36.26,1176.42,2727.14,210.87,8.32,0
2,2010-03-26,51.26,2.73,4743.58,364.57,36.26,1176.42,2727.14,210.68,8.32,0
2,2010-04-02,63.27,2.72,4743.58,364.57,36.26,1176.42,2727.14,210.48,8.2,0
2,2010-04-09,65.41,2.77,4743.58,364.57,36.26,1176.42,2727.14,210.28,8.2,0
2,2010-04-16,68.07,2.81,4743.58,364.57,36.26,1176.42,2727.14,210.15,8.2,0
2,2010-04-23,65.11,2.8,4743.58,364.57,36.26,1176.42,2727.14,210.1,8.2,0
2,2010-04-30,66.98,2.78,4743.58,364.57,36.26,1176.42,2727.14,210.05,8.2,0
2,2010-05-07,71.28,2.84,4743.58,364.57,36.26,1176.42,2727.14,210.0,8.2,0
2,2010-05-14,73.31,2.85,4743.58,364.57,36.26,1176.42,2727.14,210.0,8.2,0
2,2010-05-21,74.83,2.83,4743.58,364.57,36.26,1176.42,2727.14,210.28,8.2,0
2,2010-05-28,81.13,2.76,4743.58,364.57,36.26,1176.42,2727.14,210.56,8.2,0
2,2010-06-04,81.81,2.7,4743.58,364.57,36.26,1176.42,2727.14,210.83,8.2,0
2,2010-06-11,83.4,2.67,4743.58,364.57,36.26,1176.42,2727.14,211.11,8.2,0
2,2010-06-18,85.81,2.64,4743.58,364.57,36.26,1176.42,2727.14,211.11,8.2,0
2,2010-06-25,86.26,2.65,4743.58,364.57,36.26,1176.42,2727.14,211.0,8.2,0
2,2010-07-02,82.74,2.67,4743.58,364.57,36.26,1176.42,2727.14,210.88,8.1,0
2,2010-07-09,82.59,2.64,4743.58,364.57,36.26,1176.42,2727.14,210.77,8.1,0
2,2010-07-16,85.32,2.62,4743.58,364.57,36.26,1176.42,2727.14,210.76,8.1,0
2,2010-07-23,87.66,2.61,4743.58,364.57,36.26,1176.42,2727.14,210.89,8.1,0
2,2010-07-30,83.49,2.64,4743.58,364.57,36.26,1176.42,2727.14,211.03,8.1,0
2,2010-08-06,89.53,2.63,4743.58,364.57,36.26,1176.42,2727.14,211.16,8.1,0
2,2010-08-13,89.05,2.69,4743.58,364.57,36.26,1176.42,2727.14,211.3,8.1,0
2,2010-08-20,88.7,2.66,4743.58,364.57,36.26,1176.42,2727.14,211.26,8.1,0
2,2010-08-27,87.12,2.62,4743.58,364.57,36.26,1176.42,2727.14,211.22,8.1,0
2,2010-09-03,81.83,2.58,4743.58,364.57,36.26,1176.42,2727.14,211.19,8.1,0
2,2010-09-10,79.09,2.56,4743.58,364.57,36.26,1176.42,2727.14,211.15,8.1,1
2,2010-09-17,82.05,2.58,4743.58,364.57,36.26,1176.42,2727.14,211.18,8.1,0
2,2010-09-24,81.79,2.62,4743.58,364.57,36.26,1176.42,2727.14,211.26,8.1,0
2,2010-10-01,69.24,2.6,4743.58,364.57,36.26,1176.42,2727.14,211.33,8.16,0
2,2010-10-08,63.19,2.63,4743.58,364.57,36.26,1176.42,2727.14,211.4,8.16,0
2,2010-10-15,65.8,2.72,4743.58,364.57,36.26,1176.42,2727.14,211.47,8.16,0
2,2010-10-22,68.5,2.72,4743.58,364.57,36.26,1176.42,2727.14,211.52,8.16,0
2,2010-10-29,66.24,2.72,4743.58,364.57,36.26,1176.42,2727.14,211.57,8.16,0
2,2010-11-05,57.85,2.69,4743.58,364.57,36.26,1176.42,2727.14,211.61,8.16,0
2,2010-11-12,59.69,2.73,4743.58,364.57,36.26,1176.42,2727.14,211.66,8.16,0
2,2010-11-19,50.81,2.77,4743.58,364.57,36.26,1176.42,2727.14,211.55,8.16,0
2,2010-11-26,62.98,2.74,4743.58,364.57,36.26,1176.42,2727.14,211.41,8.16,1
2,2010-12-03,49.33,2.71,4743.58,364.57,36.26,1176.42,2727.14,211.27,8.16,0
2,2010-12-10,45.5,2.84,4743.58,364.57,36.26,1176.42,2727.14,211.12,8.16,0
2,2010-12-17,47.55,2.87,4743.58,364.57,36.26,1176.42,2727.14,211.06,8.16,0
2,2010-12-24,49.97,2.89,4743.58,364.57,36.26,1176.42,2727.14,211.06,8.16,0
2,2010-12-31,47.3,2.94,4743.58,364.57,36.26,1176.42,2727.14,211.06,8.16,1
2,2011-01-07,44.69,2.98,4743.58,364.57,36.26,1176.42,2727.14,211.06,8.03,0
2,2011-01-14,33.02,2.98,4743.58,364.57,36.26,1176.42,2727.14,211.12,8.03,0
2,2011-01-21,41.4,3.02,4743.58,364.57,36.26,1176.42,2727.14,211.49,8.03,0
2,2011-01-28,42.83,3.01,4743.58,364.57,36.26,1176.42,2727.14,211.86,8.03,0
2,2011-02-04,38.25,2.99,4743.58,364.57,36.26,1176.42,2727.14,212.22,8.03,0
2,2011-02-11,33.19,3.02,4743.58,364.57,36.26,1176.42,2727.14,212.59,8.03,1
2,2011-02-18,57.83,3.04,4743.58,364.57,36.26,1176.42,2727.14,212.9,8.03,0
2,2011-02-25,60.8,3.06,4743.58,364.57,36.26,1176.42,2727.14,213.19,8.03,0
2,2011-03-04,57.77,3.29,4743.58,364.57,36.26,1176.42,2727.14,213.48,8.03,0
2,2011-03-11,52.7,3.46,4743.58,364.57,36.26,1176.42,2727.14,213.76,8.03,0
2,2011-03-18,62.32,3.49,4743.58,364.57,36.26,1176.42,2727.14,214.02,8.03,0
2,2011-03-25,69.42,3.47,4743.58,364.57,36.26,1176.42,2727.14,214.25,8.03,0
2,2011-04-01,55.43,3.52,4743.58,364.57,36.26,1176.42,2727.14,214.49,7.93,0
2,2011-04-08,67.0,3.62,4743.58,364.57,36.26,1176.42,2727.14,214.73,7.93,0
2,2011-04-15,69.48,3.74,4743.58,364.57,36.26,1176.42,2727.14,214.94,7.93,0
2,2011-04-22,69.39,3.81,4743.58,364.57,36.26,1176.42,2727.14,215.11,7.93,0
2,2011-04-29,69.21,3.81,4743.58,364.57,36.26,1176.42,2727.14,215.28,7.93,0
2,2011-05-06,61.48,3.91,4743.58,364.57,36.26,1176.42,2727.14,215.44,7.93,0
2,2011-05-13,74.61,3.9,4743.58,364.57,36.26,1176.42,2727.14,215.61,7.93,0
2,2011-05-20,67.14,3.91,4743.58,364.57,36.26,1176.42,2727.14,215.38,7.93,0
2,2011-05-27,76.42,3.79,4743.58,364.57,36.26,1176.42,2727.14,215.15,7.93,0
2,2011-06-03,83.07,3.7,4743.58,364.57,36.26,1176.42,2727.14,214.93,7.93,0
2,2011-06-10,83.4,3.65,4743.58,364.57,36.26,1176.42,2727.14,214.7,7.93,0
2,2011-06-17,86.53,3.64,4743.58,364.57,36.26,1176.42,2727.14,214.65,7.93,0
2,2011-06-24,85.17,3.59,4743.58,364.57,36.26,1176.42,2727.14,214.74,7.93,0
2,2011-07-01,85.69,3.52,4743.58,364.57,36.26,1176.42,2727.14,214.84,7.85,0
2,2011-07-08,87.7,3.48,4743.58,364.57,36.26,1176.42,2727.14,214.93,7.85,0
2,2011-07-15,89.83,3.58,4743.58,364.57,36.26,1176.42,2727.14,215.01,7.85,0
2,2011-07-22,89.34,3.65,4743.58,364.57,36.26,1176.42,2727.14,215.07,7.85,0
2,2011-07-29,90.07,3.68,4743.58,364.57,36.26,1176.42,2727.14,215.14,7.85,0
2,2011-08-05,93.34,3.68,4743.58,364.57,36.26,1176.42,2727.14,215.2,7.85,0
2,2011-08-12,91.58,3.64,4743.58,364.57,36.26,1176.42,2727.14,215.26,7.85,0
2,2011-08-19,89.86,3.55,4743.58,364.57,36.26,1176.42,2727.14,215.32,7.85,0
2,2011-08-26,90.45,3.52,4743.58,364.57,36.26,1176.42,2727.14,215.39,7.85,0
2,2011-09-02,89.64,3.53,4743.58,364.57,36.26,1176.42,2727.14,215.45,7.85,0
2,2011-09-09,77.97,3.55,4743.58,364.57,36.26,1176.42,2727.14,215.51,7.85,1
2,2011-09-16,78.85,3.53,4743.58,364.57,36.26,1176.42,2727.14,215.69,7.85,0
2,2011-09-23,75.58,3.47,4743.58,364.57,36.26,1176.42,2727.14,216.03,7.85,0
2,2011-09-30,78.14,3.36,4743.58,364.57,36.26,1176.42,2727.14,216.36,7.85,0
2,2011-10-07,69.92,3.28,4743.58,364.57,36.26,1176.42,2727.14,216.7,7.44,0
2,2011-10-14,71.67,3.27,4743.58,364.57,36.26,1176.42,2727.14,217.0,7.44,0
2,2011-10-21,64.53,3.35,4743.58,364.57,36.26,1176.42,2727.14,217.17,7.44,0
2,2011-10-28,65.87,3.37,4743.58,364.57,36.26,1176.42,2727.14,217.33,7.44,0
2,2011-11-04,55.53,3.33,4743.58,364.57,36.26,1176.42,2727.14,217.49,7.44,0
2,2011-11-11,59.33,3.3,10797.64,20445.0,443.32,4754.07,4787.16,217.65,7.44,0
2,2011-11-18,62.01,3.31,6490.92,1217.76,152.12,873.82,7656.42,217.87,7.44,0
2,2011-11-25,56.36,3.24,919.71,62.0,77451.26,23.0,1589.43,218.11,7.44,1
